id,pos,gloss,persian_gloss,checked
43631,noun,someone who torments,کسی که عذاب می دهد,1
43630,noun,a persistently annoying person,یک فرد مداوم آزار دهنده است,1
43629,noun,a receptacle for spit (usually in a public place),ظرف مخصوص تف (معمولاً در مکان عمومی),1
43632,adjective,stubbornly persistent in wrongdoing,سرسختانه در کار نادرست پافشاری می کند,1
43635,noun,baked custard topped with caramel,کاسترد پخته شده با کارامل,1
43636,noun,custard sauce flavored with vanilla or a liqueur,سس کاستارد با طعم وانیل یا لیکور,1
43637,noun,custard sprinkled with sugar and broiled,کاستارد پاشیده شده با شکر و کبابی,1
43634,noun,sweetened mixture of milk and eggs baked or boiled or frozen,مخلوط شیرین شده شیر و تخم مرغ پخته یا جوشانده یا منجمد,1
43633,adjective,"not reformed morally or spiritually; ""unregenerate human nature""; ""unregenerate conservatism""","اصلاح اخلاقی یا معنوی""طبیعت انسان تجدید نشده""؛""محافظه کاری غیرتولیدی""",1
43638,noun,a custard containing fruit,کاستارد حاوی میوه,1
43639,noun,a rich custard set with gelatin,یک کاستارد غنی با ژلاتین,1
43641,noun,a person employed to take care of game and wildlife,شخصی استخدام شده برای مراقبت از حیوانات وحشی و حیوانات وحشی,1
43642,noun,someone responsible for the maintenance of a golf course,کسی که مسئول نگهداری از یک زمین گلف است,1
43644,noun,someone employed to clean and maintain a building,کسی که برای تمیز کردن و نگهداری ساختمان کار می کند,1
43645,noun,the keeper of a lighthouse,نگهبان یک فانوس دریایی,1
43643,noun,a custodian who lives in and cares for a house while the regular occupant is away (usually without an exchange of money),متولی که در خانه ای زندگی می کند و از خانه مراقبت می کند در حالی که ساکن منظم از آن دور است (معمولاً بدون مبادله پول),1
43640,adjective,"providing protective supervision; watching over or safeguarding; ""daycare that is educational and not just custodial""; ""a guardian angel""; ""tutelary gods""","نظارت نظارتیمراقبت یا حفاظت""مهد کودک که آموزشی است و فقط حضانت نیست"" ؛""یک فرشته نگهبان""؛""خدایان سرپرستی""",1
43646,noun,someone left in charge of pets while their owners are away from home,کسی که مسئولیت حیوانات خانگی را بر عهده دارد در حالی که صاحبان آنها از خانه دور هستند,1
43647,noun,the chief person responsible for a zoological garden,مسئول اصلی یک باغ جانورشناسی,1
43648,noun,"holding by the police; ""the suspect is in custody""","نگهداری توسط پلیس ؛""مظنون در بازداشت است""",1
43651,adjective,built for a particular individual,ساخته شده برای یک فرد خاص,1
43650,noun,"the responsibility of a guardian or keeper; ""he left his car in my keeping""","مسئولیت قیم یا نگهدارنده""او ماشین خود را در نگهداری من گذاشت""",1
43653,noun,a custom that is peculiar to Germany or its citizens,عرفی که مخصوص آلمان یا شهروندان آن است,1
43652,noun,a custom among some peoples whereby the husband of a pregnant wife is put to bed at the time of bearing the child,عرفی در میان برخی مردم که به موجب آن شوهر همسر باردار هنگام به دنیا آوردن فرزند در رختخواب قرار می گیرد,1
43656,noun,a specific practice of long standing,یک تمرین خاص از ایستادن طولانی مدت,1
43654,noun,"a pattern of behavior acquired through frequent repetition; ""she had a habit twirling the ends of her hair""; ""long use had hardened him to it""","الگویی از رفتار که از طریق تکرار مکرر بدست می آید.""او عادت داشت موهای خود را بچرخاند""؛""استفاده طولانی مدت او را سخت کرده بود""",1
43657,noun,"an established custom; ""it was their habit to dine at 7 every evening""","یک رسم ثابت""این عادت آنها بود که هر شب ساعت 7 شام بخورند""",1
43655,noun,"the custom in some Islamic societies of women dressing modestly outside the home; ""she observes the hijab and does not wear tight clothing""","رسم در برخی از جوامع اسلامی این است که زنان لباس بیرون از خانه را می پوشند.""او حجاب را رعایت می کند و لباس تنگ نمی پوشد""",1
43649,noun,"(with `in') guardianship over; in divorce cases it is the right to house and care for and discipline a child; ""my fate is in your hands""; ""too much power in the president's hands""; ""your guests are now in my custody""; ""the mother was awarded custody of the children""","(با ""در"") سرپرستی بیش ازدر موارد طلاق ، حق داشتن خانه و مراقبت و تربیت کودک است.""سرنوشت من در دست شماست""؛""قدرت بیش از حد در دست رئیس جمهور""؛""مهمانان شما اکنون در بند من هستند""؛""مادر به حضانت فرزندان تعلق گرفت""",1
43658,noun,(Islam) a tradition based on reports of the sayings and activities of Muhammad and his companions,(اسلام) سنتی مبتنی بر گزارش سخنان و فعالیتهای محمد و یارانش,1
43660,noun,money collected under a tariff,پول جمع شده تحت تعرفه,1
43662,noun,an impost levied in England to provide money for ships for national defense,فریبکاری که در انگلیس برای تهیه پول برای کشتی ها برای دفاع ملی گرفته شده است,1
43663,noun,"habitual patronage; ""I have given this tailor my custom for many years""","حمایت عادت؛""من سالهاست که به این خیاط رسم خود را داده ام""",1
43661,noun,"a government tax on imports or exports; ""they signed a treaty to lower duties on trade between their countries""","مالیات دولت بر واردات یا صادرات ؛""آنها معاهده ای را برای کاهش وظایف تجارت بین کشورهای خود امضا کردند""",1
43659,noun,"a custom that for a long time has been an important feature of some group or society; ""the institution of marriage""; ""the institution of slavery""; ""he had become an institution in the theater""","عرفی که برای مدت طولانی از ویژگیهای مهم برخی از گروهها یا جامعه بوده است.""نهاد ازدواج"" ؛""نهاد برده داری""؛""او به یک نهاد در تئاتر تبدیل شده بود""",1
43667,adjective,cut into pieces,قطعه قطعه شدن,1
43664,noun,a government building where customs are collected and where ships are cleared to enter or leave the country,یک ساختمان دولتی که در آن گمرک جمع می شود و کشتی ها برای ورود یا خروج از کشور ترخیص می شوند,1
43668,adjective,cut into with a sharp instrument,برش با یک ابزار تیز,1
43666,adjective,"prepared by cutting; ""sliced tomatoes""; ""sliced ham""; ""chopped clams""; ""chopped meat""; ""shredded cabbage""","تهیه شده توسط برش ؛""گوجه فرنگی خرد شده""؛""ژامبون خرد شده""؛""صدف خرد شده""؛""گوشت خرد شده""؛""کلم خرد شده""",1
43665,adjective,"separated into parts or laid open or penetrated with a sharp edge or instrument; ""the cut surface was mottled""; ""cut tobacco""; ""blood from his cut forehead""; ""bandages on her cut wrists""","به قطعات جدا شده یا باز یا با لبه یا ابزار تیز نفوذ کنید.""سطح برش خورده بود""؛""توتون بریده شده""؛""خون از پیشانی بریده شده اش""؛""باند بر روی مچ های بریده شده""",1
43670,adjective,"having a hole cut through; ""pierced ears""; ""a perforated eardrum""; ""a punctured balloon""","داشتن سوراخ برش خورده""گوش های سوراخ شده""؛""یک پرده گوش""""یک بالون سوراخ شده""",1
43669,adjective,"having a number or series of holes; ""a perforated steel plate""; ""perforated cancellation""; ""perforated stamp""","داشتن تعداد یا یک سری سوراخ ؛""یک صفحه فولادی سوراخ دار"" ؛""لغو سوراخ""؛""تمبر سوراخ دار""",1
43671,adjective,"detached by cutting; ""cut flowers""; ""a severed head""; ""an old tale of Anne Bolyn walking the castle walls with her poor cut-off head under her arm""","جدا شده توسط برش؛""گلهای بریده شده""؛""یک سر بریده""؛""یک داستان قدیمی از آن بولین که با سر بریده ضعیف زیر بازو در دیوارهای قلعه قدم می زند""",1
43672,adjective,"(especially of wood) cut or ripped longitudinally with the grain; ""we bought split logs for the fireplace""","(به ویژه از چوب) به صورت طولی با دانه بریده یا پاره شود.""ما چوب های خرد شده را برای شومینه خریداری کردیم""",1
43674,adjective,"having been cut out; ""the cut-out pieces of the dress""","بریده شده""تکه های بریده شده لباس""",1
43673,adjective,"fashioned or shaped by cutting; ""a well-cut suit""; ""cut diamonds""; ""cut velvet""","مد یا شکل گرفته توسط برش ؛""کت و شلوار خوش تراش""؛""برش الماس""؛""مخمل برش""",1
43678,adjective,"with parts removed; ""the drastically cut film""","با قطعات برداشته شده""فیلم به شدت بریده شده""",1
43675,adjective,"cut or shaped with hard blows of a heavy cutting instrument like an ax or chisel; ""a house built of hewn logs""; ""rough-hewn stone""; ""a path hewn through the underbrush""","برش داده شده یا شکل گرفته با ضربات سخت یک ابزار برش سنگین مانند تبر یا اسکنه ؛""خانه ای ساخته شده از چوب های تراشیده شده""؛""سنگ تراش خورده""؛""مسیری که از زیر قلم مو تراشیده شده است""",1
43679,adjective,"(used of texts) shortened by condensing or rewriting; ""an abridged version""","(مورد استفاده از متن ها) با تغلیظ یا بازنویسی کوتاه می شود.""نسخه مختصر""",1
43676,adjective,"(used especially of fur or wool) shaped or finished by cutting or trimming to a uniform length; ""a coat of sheared lamb""","(به ویژه از خز یا پشم استفاده می شود) با برش یا اصلاح به طول یکنواخت شکل گرفته یا تمام می شود""یک کت بره بریده""",1
43677,adjective,"having long and narrow ornamental cuts showing an underlying fabric; ""a slashed doublet""; ""slashed cuffs showing the scarlet lining""","داشتن برشهای زینتی باریک و بلند که پارچه ای زیرین را نشان می دهد.""یک مضراب کوبیده""؛""دستبندهای بریده شده نشان دهنده پوشش قرمز مایل به قرمز""",1
43680,adjective,"made neat and tidy by trimming; ""his neatly trimmed hair""","مرتب و مرتب با اصلاح؛""موهای مرتب و مرتب او""",1
43682,adjective,newly mown,تازه برداشت شده,1
43683,adjective,"(of a male animal) having the testicles removed; ""a cut horse""","(از یک حیوان نر) که بیضه ها را برداشته است.""یک اسب بریده""",1
43684,adjective,deprived of sexual capacity or sexual attributes,از توانایی جنسی یا صفات جنسی محروم است,1
43681,adjective,"cut or trimmed by clipping; ""a handsome man with a clipped moustache""; ""clipped hedges""; ""close-clipped lawns""; ""a clipped poodle""","برش یا اصلاح""یک مرد خوش تیپ با سبیل های بریده شده""؛""پرچین های قطع شده""؛""چمنهای نزدیک بسته""؛""یک پودل کوتاه""",1
43686,adjective,"(used of rates or prices) reduced usually sharply; ""the slashed prices attracted buyers""","(که از نرخ ها یا قیمت ها استفاده می شود) معمولاً به شدت کاهش می یابد.""کاهش قیمتها خریداران را به خود جلب کرد""",1
43685,adjective,"wounded by cutting deeply; ""got a gashed arm in a knife fight""; ""had a slashed cheek from the broken glass""","با برش عمیق زخمی شد""در یک مبارزه با چاقو بازوی گاز گرفته ای پیدا کرد""؛""از شیشه شکسته گونه ای بریده داشت""",1
43687,adjective,"mixed with water; ""sold cut whiskey""; ""a cup of thinned soup""","مخلوط با آب""ویسکی برش خورده""""یک فنجان سوپ رقیق شده""",1
43689,verb,"trim carefully and neatly; ""manicure fingernails""","با دقت و مرتب اصلاح کنید؛""ناخن های مانیکور""",1
43690,verb,cut with or as if with scissors,قیچی یا مثل اینکه با قیچی بریده شود,1
43688,adjective,"reduced in strength or concentration or quality or purity; ""diluted alcohol""; ""a dilute solution""; ""dilute acetic acid""","کاهش قدرت یا غلظت یا کیفیت یا خلوص ؛""الکل رقیق شده"" ؛""یک محلول رقیق"" ؛""اسید استیک رقیق""",1
43692,verb,"cut into slices; ""Slice the salami, please""","برش به برش؛""سالامی را برش بزنید ، لطفا""",1
43693,verb,"cut in a zigzag pattern with pinking shears, in sewing",در خیاطی به صورت زیگزاگ با قیچی صورتی رنگ برش بزنید,1
43694,verb,cut teeth into; make a jagged cutting edge,دندان ها را برش دهیدیک لبه برش دندانه دار ایجاد کنید,1
43691,verb,"cut or remove with or as if with a plane; ""The machine shaved off fine layers from the piece of wood""","برش یا حذف با یا مثل اینکه با هواپیما باشد ؛""دستگاه لایه های ظریف تکه چوب را تراشید""",1
43695,verb,"cut into long thin strips; ""julienne the potatoes""","برش به نوارهای بلند نازک""ژولین سیب زمینی""",1
43697,verb,"cut away; ""he hacked his way through the forest""","بریدن""او راه خود را از طریق جنگل هک کرد""",1
43696,verb,cut obliquely into (a tree) below the main cut and on the side toward which the tree will fall,برش مایل به (درخت) در زیر برش اصلی و در طرفی که درخت به سمت آن سقوط خواهد کرد,1
43699,verb,"cut slightly, with a razor; ""The barber's knife nicked his cheek""","کمی برش ، با تیغ؛""چاقوی سلمانی گونه اش را لک کرد""",1
43698,verb,"cause to fall by or as if by delivering a blow; ""strike down a tree""; ""Lightning struck down the hikers""","باعث سقوط توسط یا مثل اینکه با وارد کردن ضربه شود.""زدن درخت""؛""صاعقه کوهنوردان را شکست""",1
43702,verb,cut a hole for a tenon in,یک سوراخ برای یک تن قطع کنید,1
43700,verb,"remove the edges from and cut down to the desired size; ""pare one's fingernails""; ""trim the photograph""; ""trim lumber""","لبه ها را برداشته و به اندازه دلخواه ببرید.""ناخن های دست خود را پارس کنید""؛""برش عکس""؛""اصلاح الوار""",1
43703,verb,"cut with a blade or mower; ""mow the grass""","برش با تیغه یا ماشین چمن زنی ؛""چمن زدن""",1
43704,verb,cut or cut through with shears,برش یا برش با قیچی,1
43705,verb,"cut open; ""she slashed her wrists""","باز کردن""او مچ خود را خرد کرد""",1
43701,verb,"cut or tear along an irregular line so that the parts can later be matched for authentication; ""indent the documents""","برش یا پاره شدن در امتداد یک خط نامنظم ، به طوری که بعداً قطعات می توانند برای تأیید اعتبار همسان شوند""اسناد را فرورفت""",1
43708,verb,cut with a hob,برش با اجاق گاز,1
43707,verb,cut a female screw thread with a tap,یک نخ پیچ زن را با یک شیر برش دهید,1
43706,verb,cut with sweeping strokes; as with an ax or machete,برش با سکته های جارو؛مثل تبر یا قمه,1
43710,verb,"cut in three; ""trisect a line""","برش در سه؛""یک خط را برش دهید""",1
43713,verb,cut with a tomahawk,بریده شده با توماهاوک,1
43709,verb,"cut across or divide transversely; ""the trails transect the property""","برش یا تقسیم عرضی""مسیرها مال را ترانسکت می کنند""",1
43711,verb,"cut small bits or pare shavings from; ""whittle a piece of wood""","تراشیدن بیت های کوچک یا تراشکاری از؛""یک تکه چوب را سفید کنید""",1
43714,verb,cut or injure with a saber,با یک صابر بریده یا زخمی کنید,1
43712,verb,"remove by cutting off or away; ""cut away the branch that sticks out""","حذف با قطع یا دور کردن""شاخه بیرون زده را برش دهید""",1
43715,verb,cut a rebate in (timber or stone),تخفیف در (چوب یا سنگ),1
43716,verb,make an incision into by carving or cutting,با تراش یا برش برش ایجاد کنید,1
43718,verb,"make a clean cut through; ""slit her throat""","یک برش تمیز ایجاد کنید""گلویش را شکاف""",1
43719,verb,"cut with a saw; ""saw wood for the fireplace""","برش با اره؛""چوب اره شده برای شومینه""",1
43717,verb,"cut or carve deeply into; ""letters trenched into the stone""","برش یا تراش عمیق در""حروف درون سنگ گودال""",1
43720,verb,cut (wood) along the grain,برش (چوب) در امتداد دانه,1
43724,verb,"cut drastically; ""Prices were slashed""","برش شدید""قیمت ها کاهش یافت""",1
43725,verb,"make thin or thinner; ""Thin the solution""","لاغر یا نازک تر کردن""محلول نازک""",1
43721,verb,"cut down on; make a reduction in; ""reduce your daily fat intake""; ""The employer wants to cut back health benefits""","قطع کردنکاهش در؛""مصرف روزانه چربی خود را کاهش دهید"" ؛""کارفرما می خواهد مزایای سلامتی را کاهش دهد""",1
43723,verb,"make a reduction, as in one's workforce; ""The company had to retrench""","همانند نیروی کار خود ، کاهش دهید""این شرکت مجبور به تعدیل نیرو شد""",1
43722,verb,reduce the degree of (luminescence or phosphorescence) in (excited molecules or a material) by adding a suitable substance,با افزودن ماده مناسب ، درجه (لومینسانس یا فسفرسانس) را در (مولکول های برانگیخته یا ماده) کاهش دهید,1
43729,verb,cut the price of,کاهش قیمت,1
43726,verb,"take away a part from; diminish; ""His bad manners detract from his good character""","برداشتن بخشی از؛کاهش؛""بد اخلاقی او از شخصیت خوب او می کاهد""",1
43728,verb,"increase the amount or availability of, creating a rise in value; ""inflate the currency""","افزایش مقدار یا در دسترس بودن ، ایجاد افزایش ارزش ؛""ارز را باد کنید""",1
43730,verb,"have a reducing effect; ""This cuts into my earnings""","دارای اثر کاهنده""این درآمد من را کاهش می دهد""",1
43727,verb,"reduce or cut back the amount or availability of, creating a decline in value or prices; ""deflate the currency""","کاهش یا کاهش مقدار یا در دسترس بودن ، ایجاد کاهش در ارزش یا قیمت ها ؛""تخلیه ارز""",1
43731,verb,"make an incision or separation; ""cut along the dotted line""","برش یا جدا کردن""برش در امتداد خط نقطه ای""",1
43732,verb,"discharge from a group; ""The coach cut two players from the team""","ترشح از یک گروه ؛""مربی دو بازیکن را از تیم جدا کرد""",1
43734,verb,"cut into gores; ""gore a skirt""","برش خورده""گور دامن""",1
43735,verb,"intentionally fail to attend; ""cut class""","عمداً در حضور شرکت نمی کنند""کلاس برش""",1
43733,verb,"style and tailor in a certain fashion; ""cut a dress""","سبک و خیاط به سبک خاص؛""لباس برش""",1
43736,verb,"fail to attend an event or activity; ""I missed the concert""; ""He missed school for a week""","عدم حضور در یک رویداد یا فعالیت ؛""من کنسرت را از دست دادم""؛""او یک هفته از مدرسه غافل شد""",1
43738,verb,"pass through or across; ""The boat cut the water""","عبور از یا از طریق؛""قایق آب را قطع کرد""",1
43737,verb,"pass directly and often in haste; ""We cut through the neighbor's yard to get home sooner""","عبور مستقیم و اغلب با عجله؛""حیاط همسایه را رد کردیم تا زودتر به خانه برسیم""",1
43741,verb,"stop filming; ""cut a movie scene""","فیلمبرداری را متوقف کنید""برش یک صحنه فیلم""",1
43740,verb,"move quickly to another scene or focus when filming; ""`cut away now!' the director shouted""","به سرعت به صحنه دیگری بروید یا هنگام فیلمبرداری تمرکز کنید."""" اکنون برش دهید! ""مدیر فریاد زد """,1
43743,verb,"register electronically; ""They recorded her singing""","ثبت نام الکترونیکی""آنها او را آواز ضبط کردند""",1
43742,verb,"make a recording of; ""cut the songs""; ""She cut all of her major titles again""","ضبط کردن از؛""قطع آهنگ""؛""او همه عناوین اصلی خود را دوباره برش داد""",1
43739,verb,"make a passage or journey from one place to another; ""The tourists moved through the town and bought up all the souvenirs;"" ""Some travelers pass through the desert""","از یک مکان به مکان دیگر عبور کنید""گردشگران از طریق شهر نقل مکان کردند و همه سوغاتی ها را خریداری کردند.""""برخی از مسافران از صحرا عبور می کنند""",1
43744,verb,"perform or carry out; ""cut a caper""","انجام یا انجام؛""کپر را برش دهید""",1
43745,verb,"function as a cutting instrument; ""This knife cuts well""","عملکرد به عنوان یک ابزار برش ؛""این چاقو خوب برش می زند""",1
43748,verb,"mix so as to make a random order or arrangement; ""shuffle the cards""","مخلوط کنید تا یک سفارش یا ترتیب تصادفی ایجاد کنید.""کارتها را بهم بزنید""",1
43747,verb,"divide a deck of cards at random into two parts to make selection difficult; ""Wayne cut""; ""She cut the deck for a long time""","یک عرشه کارت را به طور تصادفی به دو قسمت تقسیم کنید تا انتخاب دشوار شود.""برش وین""؛""او عرشه را برای مدت طولانی برش داد""",1
43750,verb,"cause to go on or to be engaged or set in operation; ""switch on the light""; ""throw the lever""","باعث ادامه یا درگیر شدن یا راه اندازی شود""چراغ را روشن کن""؛""اهرم را بیندازید""",1
43749,verb,"cause to stop operating by disengaging a switch; ""Turn off the stereo, please""; ""cut the engine""; ""turn out the lights""","با قطع کردن سوئیچ ، باعث توقف کار می شود.""لطفاً استریو را خاموش کنید""؛""برش موتور""؛""چراغ ها را خاموش کن""",1
43746,verb,"perform as expected when applied; ""The washing machine won't go unless it's plugged in""; ""Does this old car still run well?""; ""This old radio doesn't work anymore""","مطابق انتظار انجام شود""ماشین لباسشویی کار نمی کند مگر اینکه در برق وصل شود""؛""آیا این ماشین قدیمی هنوز هم خوب کار می کند؟""؛""این رادیو قدیمی دیگر کار نمی کند""",1
43751,verb,"cause to cease operating; ""kill the engine""","توقف فعالیت""موتور را بکش""",1
43752,verb,"reap or harvest; ""cut grain""","درو یا برداشت؛""برش دانه""",1
43756,verb,"cut closely; ""trim my beard""","از نزدیک بریدن""ریش من را کوتاه کن""",1
43753,verb,"fell by sawing; hew; ""The Vietnamese cut a lot of timber while they occupied Cambodia""","با اره افتاد؛تلاش کردن""ویتنامی ها در حالی که کامبوج را اشغال کردند ، مقدار زیادی چوب بریدند""",1
43755,verb,"refuse to acknowledge; ""She cut him dead at the meeting""","امتناع از تصدیق""او در جلسه او را کشته""",1
43754,verb,"penetrate injuriously; ""The glass from the shattered windshield cut into her forehead""","نفوذ مضر""شیشه شیشه جلو شکسته به پیشانی او بریده شد""",1
43757,verb,"weed out unwanted or unnecessary things; ""We had to lose weight, so we cut the sugar from our diet""","از بین بردن چیزهای ناخواسته یا غیرضروری""ما باید وزن کم کنیم ، بنابراین قند را از رژیم خود کاهش دادیم""",1
43758,verb,"terminate or take out; ""Let's eliminate the course on Akkadian hieroglyphics""","خاتمه دادن یا بیرون آوردن""بیایید دوره هیروگلیف اکدی را حذف کنیم""",1
43760,verb,"make less strong or intense; ""water down the mixture""","کمتر قوی یا شدید""آب پایین مخلوط""",1
43761,verb,"grow through the gums; ""The new tooth is cutting""","رشد از طریق لثه ؛""دندان جدید در حال برش است""",1
43759,verb,"lessen the strength or flavor of a solution or mixture; ""cut bourbon""","قدرت یا عطر و طعم محلول یا مخلوط را کاهش دهید.""برش بوربن""",1
43763,noun,the act of reducing budgeted expenditures,عمل کاهش هزینه های بودجه,1
43764,noun,the act of reducing a salary,عمل کاهش حقوق,1
43765,noun,the act of cutting costs,عمل کاهش هزینه ها,1
43762,noun,"the act of reducing the amount or number; ""the mayor proposed extensive cuts in the city budget""","عمل کاهش مقدار یا تعداد ؛""شهردار پیشنهادی برای کاهش گسترده بودجه شهر""",1
43767,noun,the act of reducing spending,عمل کاهش هزینه ها,1
43766,noun,cutting the price of merchandise to one lower than the usual or advertised price,کاهش قیمت کالا به یک پایین تر از قیمت معمول یا تبلیغ شده,1
43769,noun,"a wound made by cutting; ""he put a bandage over the cut""","زخم ایجاد شده توسط برش ؛""او یک باند را روی برش قرار داد""",1
43768,noun,"the act of reducing taxation; ""the new administration's large tax cut was highly controversial""","عمل کاهش مالیات ؛""کاهش مالیات کلان دولت جدید بسیار بحث برانگیز بود""",1
43772,noun,the limb of an animal used for food,اندام حیوانی که برای غذا استفاده می شود,1
43770,noun,a piece of meat roasted or for roasting and of a size for slicing into more than one portion,یک تکه گوشت بو داده یا بو داده و اندازه آن برای برش دادن به بیش از یک قسمت,1
43771,noun,a piece of meat (especially a duck) cooked slowly in its own fat,یک تکه گوشت (به خصوص یک اردک) در چربی خود به آرامی پخته می شود,1
43774,noun,the front half of a side of meat,نیمه جلو یک طرف گوشت,1
43773,noun,a lengthwise dressed half of an animal's carcass used for food,نیمی از لاشه حیواناتی که برای غذا استفاده می شود با لباس طولی استفاده می شود,1
43775,noun,the back half of a side of meat,نیمه پشت یک طرف گوشت,1
43776,noun,cut of meat including one or more ribs,برش گوشت شامل یک یا چند دنده,1
43777,noun,a cut of meat (beef or veal or mutton or lamb) from the upper part of the leg,یک برش گوشت (گوشت گاو یا گوساله یا گوشت گوسفند یا گوسفند) از قسمت بالای ساق پا,1
43778,noun,a cut of meat from the lower part of the leg,یک برش گوشت از قسمت پایین ساق پا,1
43780,noun,the portion of the loin (especially of beef) just in front of the rump,بخشی از کمر (به خصوص از گوشت گاو) درست در مقابل کلوچه,1
43781,noun,the tender meat of the loin muscle on each side of the vertebral column,گوشت حساس عضله کمر در هر طرف ستون مهره,1
43782,noun,a cut of meat from the neck of an animal,یک برش گوشت از گردن یک حیوان,1
43779,noun,a cut of meat taken from the side and back of an animal between the ribs and the rump,برش گوشتی که از کناره و پشت یک حیوان بین دنده ها و پاچه گرفته می شود,1
43783,noun,piece of veal,تکه گوشت گوساله,1
43784,noun,piece of a mature sheep,تکه ای از یک گوسفند بالغ,1
43785,noun,piece of a lamb,تکه بره,1
43787,noun,rib section of a forequarter of veal or pork or especially lamb or mutton,قسمت دنده یک پیش از گوشت گوساله یا گوشت خوک یا به خصوص گوسفند یا گوسفند,1
43786,noun,cut of meat (especially mutton or lamb) consisting of part of the backbone and both loins,برش گوشت (مخصوصاً گوشت گوسفند یا گوسفند) که از بخشی از ستون فقرات و هر دو کمر تشکیل شده است,1
43791,noun,a small cut,یک برش کوچک,1
43790,noun,"becoming open or being made open; ""the opening of his arms was the sign I was waiting for""","باز شدن یا باز شدن""باز شدن آغوش او علامتی بود که منتظر آن بودم""",1
43788,noun,"a distinct selection of music from a recording or a compact disc; ""he played the first cut on the cd""; ""the title track of the album""","انتخاب متمایز موسیقی از یک ضبط یا یک دیسک فشرده ؛""او اولین برش را روی سی دی بازی کرد""؛""تیتراژ آلبوم""",1
43789,noun,"the act of penetrating or opening open with a sharp edge; ""his cut in the lining revealed the hidden jewels""","عمل نفوذ یا باز شدن با لبه تیز ؛""برش او در پوشش جواهرات پنهان را نشان داد""",1
43792,noun,a strong sweeping cut made with a sharp instrument,یک برش جارو قوی که با ساز تیز ساخته شده است,1
43795,noun,"a step on some scale; ""he is a cut above the rest""","یک قدم در مقیاس؛""او یک برش بالاتر از بقیه است""",1
43794,noun,a percentage (of winnings or loot or profit) taken by an operator or gangster,درصدی (از برد یا غنیمت یا سود) که توسط یک اپراتور یا گانگستر گرفته شده است,1
